Hashed ID,Conference ID,ID,Title,Published?,Start Date & Time,End Date & Time,Type/Track,Sub-type,Capacity,Description,Speakers,Moderators,Artists,Sponsors,Exhibitors,Volunteers,Room or Building Name,Physical Address,Link To Image File,Custom_1 (e.g. Company List),Custom_1 (e.g. Audience List),Custom_1 (e.g. Subject List),Custom_1 (e.g. Area List),Tags,Host Organization,Link to Registration or RSVP Page
"12ce5c3ab43a07a6bcb0f40273170214","penguicon2017","108","The JavaScript Panel [DEPRECATED]","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","It's the language developers love to hate and hipsters love to love! Let's talk about JavaScript development in all its amazing (and sometimes not so amazing) flavors!","Paul","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Roundtable Discussion (Lead speaker who actively leads discussion with members of the audience)","","","","","",""
"a9384417da646996b7b3f5b23a77e84e","penguicon2017","109","Where the &#% Are My...?","N","2017-04-28 09:00","2017-04-28 10:00","Life","","0","Wish the Accio spell actually worked? Learn how to organize your physical and digital life.","Toni Conn","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"2ba0132b54467f493ac316f5e70535fd","penguicon2017","11","Ruff Stuff: Pup Play 101","N","2017-04-28 09:00","2017-04-28 10:00","After Dark","","0","This covers the pup lifestyle and what goes into it. Come learn about what it is to be a pup, participate in puppy play, -and answer any questions you may have in regards to the puppy play lifestyle.","Pup Maizey","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"65db9e36b19e5ea3525f565e4c5813e4","penguicon2017","110","Butter Churning and Compounding","N","2017-04-28 09:00","2017-04-28 10:00","Food","","0","Through the course of human history, it has been essential to preserve commodities that are capable of spoiling. In this workshop, we will gain an understanding of dairy, briefly discussing its separation, and distribution. The highlight of this course will be making your own butter from cream, and compounding it. Compounding is the process of adding herbs, spices, and fruits to yield a flavored butter. *This workshop requires mild physical exercise of the upper body. Dairy tentatively supplied by Calder Bros. Dairy.","Joseph W. Baumann","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"d4ccb4a6a318a6e4a811cd4580c4232b","penguicon2017","111","Kimchi Making","N","2017-04-28 09:00","2017-04-28 10:00","Food","","0","Through the course of human history, it has been essential to preserve commodities that are capable of spoiling.&nbsp;In this workshop, we will discuss traditional techniques for making the fermented Korean side dish, in addition to sampling and preparing Kimchi .","Joseph W. Baumann","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"1ec7b714062d23e324df960856fe173a","penguicon2017","112","Name Me something like 'Hacking collaboration' or 'Writing together' Or something better","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","My partner and I have co-authored a book of poetry. I'd love to talk with him and others about the process of collaboration, collective writing, and the writing process.","Janice Leach","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"928b11e143c6e54cd862cfebdda9d815","penguicon2017","113","Open Mic for Creative Writing or Share your Shit.","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","After group leaders set the tone and provide guidelines, audience members take turns reading aloud their pieces.","Janice Leach","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"dd69bd5694a4ed1fda6ae23b25ab6b1f","penguicon2017","114","Is Marvel ruining Hollywood film making?","N","2017-04-28 09:00","2017-04-28 10:00","Media","","0","As the Marvel Cinematic Universe expands they incorporate more & more of the upper echelons of Hollywood creators & actors. As this has been happening independent fair & smaller movies have become rare in your neighborhood cineplex. Is this the fault of the MCU & other franchises attempting to begin?","Jeannie Szarama (please note the i)","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"bd3d86406c9ee7f695b8a2f628d3b1b4","penguicon2017","115","Guns and Martial Arts","N","2017-04-28 09:00","2017-04-28 10:00","Life","","0","A firearms retention course upon my experience with Aikido and carrying a firearm. A unique course that focuses on the Tuller Drill (the 21 feet or less, if someone is 21 foot away they can attack you before you can draw you firearm) my defense course is how to avoid the first attack giving you time to draw you weapon.<br />","Ben Doubleday","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"06082e81e11f7cb47049c5721856cf00","penguicon2017","116","DIY IOT (Internet of Things)","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","Presentation on using small, inexpensive chips (like the ESP8266) to connect sensors to the Internet or home network.","Dave Putz","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"1fa1fdf08d7227e001859fcc9a50515f","penguicon2017","117","I am an author available to participate on a panel needing panelists","N","2017-04-28 09:00","2017-04-28 10:00","Action Adventure","","0","I am an author available to participate on a panel needing panelists","Cassandra Morgan","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Not Sure","","","","","",""
"de574042b4f3ddd40f23ec012140344f","penguicon2017","118","DIY IOT (Internet of Things) Workshop","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","A computer lab session to get some hands-on experience for the topics covered in the DIY IOT presentation. We will be doing actual programming of the microprocessors. Attendance at the presentation session is highly recommended for workshop attendees.","Dave Putz","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"55dd30c828218a81e6c55715a6539e11","penguicon2017","119","The impact of tabletop gaming on fantasy fiction","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","This panel would focus on the relationship between tabletop gaming, such as Dungeons & Dragons, and fantasy fiction. Gary Gygax, one of the co-creators of D&D, also wrote fantasy fiction. Gaming environments, such as Forgotten Realms, Darksun, & Dragonlance, have been the focus of numerous works of fiction. Many writers, Raymond E. Feist is an example, cite gaming as a huge influence on their writing. Fantasy fiction broke many barriers over recent years with the popularity of franchises such as Lord of the Rings and Game of Thrones. Tabletop gaming has also risen in popularity recently. How much are the two related? What does the future hold for this connection?","Jeff Pryor","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"0b6be9924ca79f26b703d981afbc5c0f","penguicon2017","12","Ruff Stuff: Pup Play 101","N","2017-04-28 09:00","2017-04-28 10:00","After Dark","","0","This covers the pup lifestyle and what goes into it. Come learn about what it is to be a pup, participate in puppy play, -and answer any questions you may have in regards to the puppy play lifestyle.","Pup Maizey","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"e9460ff576fda18d14671dc7c9395441","penguicon2017","120","Watch this next!","N","2017-04-28 09:00","2017-04-28 10:00","Anime","","0","Panelists provide feedback on a variety on Anime based on attendees preferences.","Cassinator","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"cebdb501824c2ec7d573b20248a4fc05","penguicon2017","121","testing","N","2017-04-28 09:00","2017-04-28 10:00","Science","","0","test","test","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"7458ca10b21747550ba17e59460ea4b1","penguicon2017","122","cheesy competition","N","2017-04-28 09:00","2017-04-28 10:00","Action Adventure","","0","lets battle! test your abilities to build the most epic cheese creation using the cheese-doodler (a cheese hot glue gun). the most tastiest victory all convention long!","sarah lynn","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Demonstrating an activity or technique (Without audience participation)","","","","","",""
"0dbd6a2781184b60c64de8cb10655c45","penguicon2017","123","Never Run Out of Writing Topics Again","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","Need topic ideas to beef out your editorial calendar?","Toni Conn","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"c2496d3dc4acadf156d7f7310ef14856","penguicon2017","124","The Key to Time Management","N","2017-04-28 09:00","2017-04-28 10:00","Life","","0","Can't get done what you want to get done? Have lists of shows, books, and movies you want to watch? Not sure where to start first? Come find focus to get it all done!","Toni Conn","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"a5e8cca1fac9dc6fda8ac0a093fe5180","penguicon2017","125","How to Determine What to Focus On","N","2017-04-28 09:00","2017-04-28 10:00","Life","","0","Have too many neglected projects? How about that To-Do list? Learn how to find what's essential for you to do and how to focus on it to get things done!","Toni Conn","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"516e544ad03ef9efadd45e0249c7faae","penguicon2017","126","Keysigning","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","Please use description from 2015","Rick Houser","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"c3480c0da2573f13e38bf3df22af67b2","penguicon2017","127","Play X","N","2017-04-28 09:00","2017-04-28 10:00","Gaming","","0","Gaming room demo of game X","(reserving table)(undecided on name because we need to know how many tables there are avalible","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"c53e6513cc7f75acdcb3726a30325705","penguicon2017","128","Loving your Cosplay Body","N","2017-04-28 09:00","2017-04-28 10:00","Cosplay","","0","Powerpoint presentation with audience discussion of ways to embracing your person body type in cosplay.","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"c62485d1c4c214ba0cd09c60d37a7c6e","penguicon2017","129","Rocksmith 2014","N","2017-04-28 09:00","2017-04-28 10:00","Gaming","","0","I recently started learning guitar, only I didn't follow the traditional path. Rocksmith takes the repetitive feeling out of practice, and might help you get over the learning hump, too. Come try your hand for a few minutes at a real electric guitar or bass.","(reserving table)(undecided on name because we need to know how many tables there are avalible","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"8d7e493c4e4ee610784d6a0e7c456a43","penguicon2017","13","Miniature Wargaming, an introductory primer.","N","2017-04-28 09:00","2017-04-28 10:00","Gaming","","0","Miniature gaming can seem like an intimidating hobby to get into. The walls of little figures and shelves of rule books can make it daunting for those who have never done it to get their feet wet. Now is a brave new time in miniature gaming with a shift to smaller games and independent companies. This is a panel for those curious about starting into miniature gaming or those who do play looking to possibly learn something new.","(reserving table)(undecided on name because we need to know how many tables there are avalible","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"4958e72b1b548fd365a502c772ba14d1","penguicon2017","130","Beginning Cosplay","N","2017-04-28 09:00","2017-04-28 10:00","Cosplay","","0","A lively interactive discussion of various tips and tricks to get you started off participating in cosplay.","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"ca1ec68e37c083c4fa4031deaba1e4cc","penguicon2017","131","Kitchen Hacks","N","2017-04-28 09:00","2017-04-28 10:00","Food","","0","We will be presenting some easy, time &amp; money saving ideas for common kitchen chores. Also, covering some basic terminology &amp; techniques","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Not Sure","","","","","",""
"9420945a09dd307be21864a6d6ee72f6","penguicon2017","132","Let's Eat Weeds!","N","2017-04-28 09:00","2017-04-28 10:00","Food","","0","Do you like eating new things? Maybe you&rsquo;d like to supplement your diet? What will you eat when SHTF? Did you know that many weeds in the US were introduced from Europe originally as food sources? Many weeds are also high in vitamins and minerals you&rsquo;re not getting from normal store-bought foods. I&rsquo;d like to introduce you to the wonderful (free) world of weeds! Your backyard is an untapped resource of possibilities!","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel,possibly taking questions),Talk/Lecture (Single speaker discussing a topic","","","","","",""
"70150e27f1e23b523d2128f265f51f2d","penguicon2017","133","Eryndor Dagohir: Your local LARP","N","2017-04-28 09:00","2017-04-28 10:00","Action Adventure","","0","Dagorhir combines fast-paced full-contact combat simulation with elements of live action role-playing. Get a summary of the rules and pick your weapon! Several people from the local realm of Eryndor will be on hand to spar and answer questions. Check us out at http://eryndor.com !","Kalika (Dave)","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"8e30011018f72d607eaeee6890edd1b9","penguicon2017","134","So You Want To Create A Kickstarter Campaign To Fund Your Game?","N","2017-04-28 09:00","2017-04-28 10:00","DIY","","0","Unravelling the mysteries of what makes a successful Kickstart campaign launch, with examples of past successful campaigns and what you should do to plan your own launch.","Mike Madigan","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"b41e40d15e766b414d65655ee7e4c696","penguicon2017","135","Unravelling the mysteries of IMDb: How To Get Yourself (And Your Project) Listed","N","2017-04-28 09:00","2017-04-28 10:00","Media","","0","IMBd is a wondrous place where we tend to look up all sorts of information about our favorite films, actors and directors. But how does one go about getting themselves or their film a part of IMDb if you've worked or created a project?","Mike Madigan","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"e19f4f7bc72a61331d8163efb5ad916b","penguicon2017","136","The Lost Toy Camera of the 80's: PXL-2000","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","Delve into the fun black and white mystery of the Fisher Price PXL-2000 camera, that recorded on cassettes, released in 1987 and later found love with indie filmmakers in the 1990's. With working model cameras for tryout.","Mike Madigan","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"0a0d2f3c9003b5148b64b67adcea0945","penguicon2017","137","BBC Sherlock s4: WHAT--?","N","2017-04-28 09:00","2017-04-28 10:00","Media","","0","This is a roundtable for people who saw BBC Sherlock s4 and loved it, hated it, are ambivalent, or just want to discuss the show.","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Roundtable Discussion (Lead speaker who actively leads discussion with members of the audience)","","","","","",""
"584a187f078d48e9640883756a6d068e","penguicon2017","138","Parts of editing.","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","What do I need the editor[s] for? What does the editor do to my book? Should I pay someone to copyedit my fiction before I send it to publishers [short answer: NO] or not? What is copy editing as compared to proofreading? What tools exist to help me revise/edit before I submit my work?","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"e92e8b2e349d067c057fed4664baa7f9","penguicon2017","139","Publishing: Why doesn't everyone just self-publish their work?","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","From bloggers who tell you it's easy to the hybrid authors you're fascinated by, self publishing looks attractive. But IS it that easy? What work does that route entail? Some tips for places to learn more about publishing, to check on the publishers, to learn about possible markets... <br /> <br /> Maybe you pitch agents on Twitter or follow publishers on FB. Maybe you're the person your friends go to about publishing advice, or maybe you can't find anything in the overwhelming seas of the InterWeb. <br /> <br /> Take heart, from Writer Beware to the Absolute Write Watercooler, you aren't alone.","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"56f404444417dbe98c681e65a16c41a3","penguicon2017","14","Bash on Ubuntu on Windows","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","Windows 10 now provides developers with a familiar Bash environment. This environment will allow users to: <br /> <br /> 1. Run native Linux binaries including grep, sed, and awk <br /> 2. Navigate a new Linux based file system using these commands <br /> 3. Run bash shell scripts which rely on supported command line utilities <br /> <br /> Windows accomplishes this through the Windows Subsystem for Linux which allows Ubuntu user-mode binaries provided by Canonical to run on Windows 10. This means that the command line utilities are the same as those that run within a native Ubuntu environment. In this session we will showcase scripting, code editing / compilation, and execution of X11 apps compiled for Linux using a local X11 server from within the Bash on Ubuntu on Windows environment. We will then discuss the implications of these features as they relate to existing developer workflows. This will include a demonstration showcasing compilation of various programs using node.js, python, c++, asp.net, ruby and even a port of the original first person shooter Quake. We will also include a demonstration showing how to build and deploy a Ruby based web application from within Visual Studio Code using Bash on Ubuntu on Windows as an integrated terminal. Finally, we will show how to obtain the latest bits for Bash on Ubuntu on Windows that are shipped in the upcoming Windows 10 Anniversary update.","Paul DeCarlo","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"171b308c4464232522a384b583dadd8a","penguicon2017","140","Copperhead OS: Security-focused Android and the F-Droid App Store","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","If you're interested in running only Free/Libre Open SOurce applications on your Android phone, and also want your phone to be more secure than standard Android, Copperhead OS may be a good choice for you. The developers of Copperhead OS have taken the default build of the Android Open Source Project, and have hardened it for security in a number of ways, and have included the F-Droid repository of open source Android applications as the default application store.<br /> <br /> This talk will provide some background on Copperhead OS, explain some of its key features, describe some advantage and disadvantages of using it, and will provide encouragement to give it a try yourself.","Jim Campbell","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"5aa239fd7b793417ba60b138050a1558","penguicon2017","141","Make Good Art: Using Creativity to Fight Depression (In Trying Times)","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","We've all seen Gaiman's University of the Arts commencement address. Now more than ever it is important to create good art, be it literature, film, television, paintings, needlework, etc. The panel will discuss how to concentrate on your creativity when the world seems to be falling apart around you and how to use your art to make the world a more beautiful place.","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"c2e0af00fa98307203c2bb440e580d72","penguicon2017","142","My journey with the Udacity Artificial Intelligence Nanodegree","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","Plan on writing one up.","Same as Legal Name","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"cd8014d17dca15abd09dc87dd3c37127","penguicon2017","143","blender as cad for makers/3d print enthusiasts","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","blender is a free and open source 3d application that is underutilized.<br /> some people are aware of the stunning visual capabilities of blender however many people are still unaware of what blender can do.<br /> 'out of the box' blender offers cad, kinematics simulation, and video editor functionalities to name a few.<br /> if you are new to blender or considering learning a cad package for your 3d printing hobby, this presentation is a must see.","ted preston","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"3a55e1aa3779cc5ba7343ec1e22ac58b","penguicon2017","144","Writing about Forensics","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","Whether you’re writing a thrilling crime drama or a cozy whodunit, here are some useful tips for including forensics in your story.","Jen Haeger","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"7c66fb3b178fb2ddcc05d2802b65d18c","penguicon2017","145","Promptapalooza","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","A fun, laid back, prompt-based writing workshop meant to help spur creativity and sharpen writing tools. Come with laptops charged and ready to type or pencils sharpened and ready to scribe.","Jen Haeger","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Workshop (With audience participation)","","","","","",""
"79047f35ebaf2f66206730c972fdb369","penguicon2017","146","Why So Tense?","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","Are different tenses better when writing in different genres? What about POV? Or can a good story be told from any perspective?","Jen Haeger","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Multiple Speakers ( Multiple Speakers discuss a topic in front of an audience)","","","","","",""
"555c87c39032b39888a30bf388b2aeba","penguicon2017","147","TK2 Films Presents: Runaway","N","2017-04-28 09:00","2017-04-28 10:00","Media","","0","Filmed locally in eastern Michigan, Runaway is a 20-minute sci-fi western short film that was fully crowdfunded on Kickstarter in June of 2016. Runaway is an original story created by the same team that made Horizon, the feature length Star Trek Enterprise fan film that has garnered over 5 millions views since it's release in February of 2016. The film follows Maria an android on the run-- falsely accused of murdering her master. Pursued through the forest by ruthless bounty hunters, Maria struggles to reach the Free States and maybe discover her humanity along the way.","TK2 Films","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Music/Film/Spoken Performance","","","","","",""
"956f434db607ba93a0071490648ec1b5","penguicon2017","148","Lets sit and Knit","N","2017-04-28 09:00","2017-04-28 10:00","DIY","","0","Sitting and knitting - chit chat while working on your WIPS! Or come by and watch us knit. Crocheters welcome as well!","Kelly","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Birds of a Feather (Lead by no one, this is an open talk, all are welcome to join.)","","","","","",""
"7e61410a36ef7a10a040f791d1395be3","penguicon2017","149","Subterranean Press Chat Session","N","2017-04-28 09:00","2017-04-28 10:00","Literature","","0","Come join production manager Geralyn Lance and learn more about what makes Michigan-based Subterranean Press so special to the SFF field. Ever want to know what goes into producing a limited edition or selecting art for a dust jacket? Geralyn's got you covered. She'll also be previewing what books SubPress has coming in 2017 and giving away a few special books to lucky audience members. Don't miss this chance to get the inside scoop on a unique publisher.","Geralyn Lance","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
"ed5c5e338bb92063f8ef4fea606efe0a","penguicon2017","15","Microsoft and Containers Containers Containers!","N","2017-04-28 09:00","2017-04-28 10:00","Tech","","0","The popularity and benefits of using containers and tools like Docker for managing and deploying workloads in an agile, massively scalable way has not been missed by Microsoft. In this session you'll be introduced to the many ways Microsoft and Azure are supporting containers, as well as new Windows containers built-in to Windows Server 2016.","Kevin Remde","","","","","","TBA","1500 Town Center, Southfield, MI 48075","","Panel, Talk/Lecture (Single speaker discussing a topic, possibly taking questions)","","","","","",""
